site,date_GMT,Mean_Hs_m,Max_Hs_m,latitude,longitude,datetime,month,year
AHND,2008-03-17,0.71,0.94,34.471817,-120.1426165,2008-03-17,3,2008
AHND,2008-03-18,0.46,0.58,34.471817,-120.1426165,2008-03-18,3,2008
AHND,2008-03-19,0.49,0.54,34.471817,-120.1426165,2008-03-19,3,2008
AHND,2008-03-20,0.49,0.55,34.471817,-120.1426165,2008-03-20,3,2008
AHND,2008-03-21,0.52,0.59,34.471817,-120.1426165,2008-03-21,3,2008
AHND,2008-03-22,0.52,0.59,34.471817,-120.1426165,2008-03-22,3,2008
AHND,2008-03-23,0.54,0.59,34.471817,-120.1426165,2008-03-23,3,2008
AHND,2008-03-24,0.56,0.65,34.471817,-120.1426165,2008-03-24,3,2008
AHND,2008-03-25,0.6,0.67,34.471817,-120.1426165,2008-03-25,3,2008
AHND,2008-03-26,0.66,0.86,34.471817,-120.1426165,2008-03-26,3,2008
AHND,2008-03-27,0.68,0.84,34.471817,-120.1426165,2008-03-27,3,2008
AHND,2008-03-28,0.69,0.81,34.471817,-120.1426165,2008-03-28,3,2008
AHND,2008-03-29,0.61,0.77,34.471817,-120.1426165,2008-03-29,3,2008
AHND,2008-03-30,0.64,0.73,34.471817,-120.1426165,2008-03-30,3,2008
AHND,2008-03-31,0.6,0.73,34.471817,-120.1426165,2008-03-31,3,2008
AHND,2008-10-01,0.37,0.55,34.471817,-120.1426165,2008-10-01,10,2008
AHND,2008-10-02,0.64,0.76,34.471817,-120.1426165,2008-10-02,10,2008
AHND,2008-10-03,0.69,0.76,34.471817,-120.1426165,2008-10-03,10,2008
AHND,2008-10-04,0.59,0.64,34.471817,-120.1426165,2008-10-04,10,2008
AHND,2008-10-05,0.8,0.86,34.471817,-120.1426165,2008-10-05,10,2008
AHND,2008-10-06,0.68,0.84,34.471817,-120.1426165,2008-10-06,10,2008
AHND,2008-10-07,0.52,0.58,34.471817,-120.1426165,2008-10-07,10,2008
AHND,2008-10-08,0.49,0.51,34.471817,-120.1426165,2008-10-08,10,2008
AHND,2008-10-09,0.57,0.63,34.471817,-120.1426165,2008-10-09,10,2008
AHND,2008-10-10,0.65,0.77,34.471817,-120.1426165,2008-10-10,10,2008
AHND,2008-10-11,0.65,0.74,34.471817,-120.1426165,2008-10-11,10,2008
AHND,2008-10-12,0.44,0.64,34.471817,-120.1426165,2008-10-12,10,2008
AHND,2008-10-13,0.34,0.43,34.471817,-120.1426165,2008-10-13,10,2008
AHND,2008-10-14,0.35,0.41,34.471817,-120.1426165,2008-10-14,10,2008
AHND,2008-10-15,0.41,0.45,34.471817,-120.1426165,2008-10-15,10,2008
AHND,2008-10-16,0.4,0.42,34.471817,-120.1426165,2008-10-16,10,2008
AHND,2008-10-17,0.36,0.4,34.471817,-120.1426165,2008-10-17,10,2008
AHND,2008-10-18,0.36,0.39,34.471817,-120.1426165,2008-10-18,10,2008
AHND,2008-10-19,0.4,0.43,34.471817,-120.1426165,2008-10-19,10,2008
AHND,2008-10-20,0.44,0.52,34.471817,-120.1426165,2008-10-20,10,2008
AHND,2008-10-21,0.48,0.53,34.471817,-120.1426165,2008-10-21,10,2008
AHND,2008-10-22,0.45,0.5,34.471817,-120.1426165,2008-10-22,10,2008
AHND,2008-10-23,0.39,0.53,34.471817,-120.1426165,2008-10-23,10,2008
AHND,2008-10-24,0.37,0.4,34.471817,-120.1426165,2008-10-24,10,2008
AHND,2008-10-25,0.45,0.5,34.471817,-120.1426165,2008-10-25,10,2008
AHND,2008-10-26,0.52,0.54,34.471817,-120.1426165,2008-10-26,10,2008
AHND,2008-10-27,0.51,0.59,34.471817,-120.1426165,2008-10-27,10,2008
AHND,2008-10-28,0.44,0.46,34.471817,-120.1426165,2008-10-28,10,2008
AHND,2008-10-29,0.42,0.48,34.471817,-120.1426165,2008-10-29,10,2008
AHND,2008-10-30,0.45,0.67,34.471817,-120.1426165,2008-10-30,10,2008
AHND,2008-10-31,0.52,0.59,34.471817,-120.1426165,2008-10-31,10,2008
AHND,2008-11-01,0.58,0.67,34.471817,-120.1426165,2008-11-01,11,2008
AHND,2008-11-02,0.72,0.85,34.471817,-120.1426165,2008-11-02,11,2008
AHND,2008-11-03,0.74,0.84,34.471817,-120.1426165,2008-11-03,11,2008
AHND,2008-11-04,0.58,0.68,34.471817,-120.1426165,2008-11-04,11,2008
AHND,2008-11-05,0.44,0.58,34.471817,-120.1426165,2008-11-05,11,2008
AHND,2008-11-06,0.33,0.38,34.471817,-120.1426165,2008-11-06,11,2008
AHND,2008-11-07,0.33,0.35,34.471817,-120.1426165,2008-11-07,11,2008
AHND,2008-11-08,0.37,0.46,34.471817,-120.1426165,2008-11-08,11,2008
AHND,2008-11-09,0.57,0.66,34.471817,-120.1426165,2008-11-09,11,2008
AHND,2008-11-10,0.6,0.65,34.471817,-120.1426165,2008-11-10,11,2008
AHND,2008-11-11,0.46,0.52,34.471817,-120.1426165,2008-11-11,11,2008
AHND,2008-11-12,0.44,0.46,34.471817,-120.1426165,2008-11-12,11,2008
AHND,2008-11-13,0.47,0.53,34.471817,-120.1426165,2008-11-13,11,2008
AHND,2008-11-14,0.48,0.53,34.471817,-120.1426165,2008-11-14,11,2008
AHND,2008-11-15,0.47,0.5,34.471817,-120.1426165,2008-11-15,11,2008
AHND,2008-11-16,0.39,0.5,34.471817,-120.1426165,2008-11-16,11,2008
AHND,2008-11-17,0.31,0.34,34.471817,-120.1426165,2008-11-17,11,2008
AHND,2008-11-18,0.31,0.38,34.471817,-120.1426165,2008-11-18,11,2008
AHND,2008-11-19,0.31,0.37,34.471817,-120.1426165,2008-11-19,11,2008
AHND,2008-11-20,0.29,0.31,34.471817,-120.1426165,2008-11-20,11,2008
AHND,2008-11-21,0.31,0.47,34.471817,-120.1426165,2008-11-21,11,2008
AHND,2008-11-22,0.51,0.56,34.471817,-120.1426165,2008-11-22,11,2008
AHND,2008-11-23,0.43,0.49,34.471817,-120.1426165,2008-11-23,11,2008
AHND,2008-11-24,0.41,0.44,34.471817,-120.1426165,2008-11-24,11,2008
AHND,2008-11-25,0.42,0.53,34.471817,-120.1426165,2008-11-25,11,2008
AHND,2008-11-26,0.52,0.58,34.471817,-120.1426165,2008-11-26,11,2008
AHND,2008-11-27,0.48,0.55,34.471817,-120.1426165,2008-11-27,11,2008
AHND,2008-11-28,0.43,0.5,34.471817,-120.1426165,2008-11-28,11,2008
AHND,2008-11-29,0.45,0.48,34.471817,-120.1426165,2008-11-29,11,2008
AHND,2008-11-30,0.52,0.57,34.471817,-120.1426165,2008-11-30,11,2008
AHND,2008-12-01,0.57,0.66,34.471817,-120.1426165,2008-12-01,12,2008
AHND,2008-12-02,0.47,0.54,34.471817,-120.1426165,2008-12-02,12,2008
AHND,2008-12-03,0.48,0.51,34.471817,-120.1426165,2008-12-03,12,2008
AHND,2008-12-04,0.46,0.5,34.471817,-120.1426165,2008-12-04,12,2008
AHND,2008-12-05,0.51,0.57,34.471817,-120.1426165,2008-12-05,12,2008
AHND,2008-12-06,0.4,0.45,34.471817,-120.1426165,2008-12-06,12,2008
AHND,2008-12-07,0.44,0.56,34.471817,-120.1426165,2008-12-07,12,2008
AHND,2008-12-08,0.57,0.62,34.471817,-120.1426165,2008-12-08,12,2008
AHND,2008-12-09,0.52,0.6,34.471817,-120.1426165,2008-12-09,12,2008
AHND,2008-12-10,0.39,0.56,34.471817,-120.1426165,2008-12-10,12,2008
AHND,2008-12-11,0.29,0.33,34.471817,-120.1426165,2008-12-11,12,2008
AHND,2008-12-12,0.39,0.45,34.471817,-120.1426165,2008-12-12,12,2008
AHND,2008-12-13,0.48,0.58,34.471817,-120.1426165,2008-12-13,12,2008
AHND,2008-12-14,0.48,0.55,34.471817,-120.1426165,2008-12-14,12,2008
AHND,2008-12-15,0.61,0.8,34.471817,-120.1426165,2008-12-15,12,2008
AHND,2008-12-16,0.44,0.62,34.471817,-120.1426165,2008-12-16,12,2008
AHND,2008-12-17,0.35,0.42,34.471817,-120.1426165,2008-12-17,12,2008
AHND,2008-12-18,0.41,0.48,34.471817,-120.1426165,2008-12-18,12,2008
AHND,2008-12-19,0.37,0.46,34.471817,-120.1426165,2008-12-19,12,2008
AHND,2008-12-20,0.38,0.46,34.471817,-120.1426165,2008-12-20,12,2008
AHND,2008-12-21,0.28,0.34,34.471817,-120.1426165,2008-12-21,12,2008
AHND,2008-12-22,0.47,0.62,34.471817,-120.1426165,2008-12-22,12,2008
AHND,2008-12-23,0.56,0.63,34.471817,-120.1426165,2008-12-23,12,2008
AHND,2008-12-24,0.48,0.73,34.471817,-120.1426165,2008-12-24,12,2008
AHND,2008-12-25,0.92,1.14,34.471817,-120.1426165,2008-12-25,12,2008
AHND,2008-12-26,0.77,0.98,34.471817,-120.1426165,2008-12-26,12,2008
AHND,2008-12-27,0.48,0.66,34.471817,-120.1426165,2008-12-27,12,2008
AHND,2008-12-28,0.32,0.39,34.471817,-120.1426165,2008-12-28,12,2008
AHND,2008-12-29,0.32,0.4,34.471817,-120.1426165,2008-12-29,12,2008
AHND,2008-12-30,0.4,0.44,34.471817,-120.1426165,2008-12-30,12,2008
AHND,2008-12-31,0.39,0.41,34.471817,-120.1426165,2008-12-31,12,2008
AHND,2009-01-01,0.38,0.41,34.471817,-120.1426165,2009-01-01,1,2009
AHND,2009-01-02,0.39,0.43,34.471817,-120.1426165,2009-01-02,1,2009
AHND,2009-01-03,0.41,0.45,34.471817,-120.1426165,2009-01-03,1,2009
AHND,2009-01-04,0.46,0.55,34.471817,-120.1426165,2009-01-04,1,2009
AHND,2009-01-05,0.51,0.62,34.471817,-120.1426165,2009-01-05,1,2009
AHND,2009-01-06,0.5,0.63,34.471817,-120.1426165,2009-01-06,1,2009
AHND,2009-01-07,0.48,0.56,34.471817,-120.1426165,2009-01-07,1,2009
AHND,2009-01-08,0.43,0.47,34.471817,-120.1426165,2009-01-08,1,2009
AHND,2009-01-09,0.43,0.47,34.471817,-120.1426165,2009-01-09,1,2009
AHND,2009-01-10,0.45,0.51,34.471817,-120.1426165,2009-01-10,1,2009
AHND,2009-01-11,0.32,0.41,34.471817,-120.1426165,2009-01-11,1,2009
AHND,2009-01-12,0.32,0.36,34.471817,-120.1426165,2009-01-12,1,2009
AHND,2009-01-13,0.3,0.35,34.471817,-120.1426165,2009-01-13,1,2009
AHND,2009-01-14,0.2,0.26,34.471817,-120.1426165,2009-01-14,1,2009
AHND,2009-01-15,0.22,0.42,34.471817,-120.1426165,2009-01-15,1,2009
AHND,2009-01-16,0.27,0.44,34.471817,-120.1426165,2009-01-16,1,2009
AHND,2009-01-17,0.32,0.41,34.471817,-120.1426165,2009-01-17,1,2009
AHND,2009-01-18,0.43,0.46,34.471817,-120.1426165,2009-01-18,1,2009
AHND,2009-01-19,0.5,0.53,34.471817,-120.1426165,2009-01-19,1,2009
AHND,2009-01-20,0.5,0.57,34.471817,-120.1426165,2009-01-20,1,2009
AHND,2009-01-21,0.53,0.59,34.471817,-120.1426165,2009-01-21,1,2009
AHND,2009-01-22,0.46,0.59,34.471817,-120.1426165,2009-01-22,1,2009
AHND,2009-01-23,0.37,0.44,34.471817,-120.1426165,2009-01-23,1,2009
AHND,2009-01-24,0.55,0.73,34.471817,-120.1426165,2009-01-24,1,2009
AHND,2009-01-25,0.69,0.75,34.471817,-120.1426165,2009-01-25,1,2009
AHND,2009-01-26,0.57,0.7,34.471817,-120.1426165,2009-01-26,1,2009
AHND,2009-01-27,0.45,0.56,34.471817,-120.1426165,2009-01-27,1,2009
AHND,2009-01-28,0.33,0.41,34.471817,-120.1426165,2009-01-28,1,2009
AHND,2009-01-29,0.33,0.37,34.471817,-120.1426165,2009-01-29,1,2009
AHND,2009-01-30,0.32,0.36,34.471817,-120.1426165,2009-01-30,1,2009
AHND,2009-01-31,0.29,0.34,34.471817,-120.1426165,2009-01-31,1,2009
AHND,2009-02-01,0.31,0.37,34.471817,-120.1426165,2009-02-01,2,2009
AHND,2009-02-02,0.27,0.34,34.471817,-120.1426165,2009-02-02,2,2009
AHND,2009-02-03,0.25,0.33,34.471817,-120.1426165,2009-02-03,2,2009
AHND,2009-02-04,0.2,0.27,34.471817,-120.1426165,2009-02-04,2,2009
AHND,2009-02-05,0.47,0.65,34.471817,-120.1426165,2009-02-05,2,2009
AHND,2009-02-06,0.67,0.71,34.471817,-120.1426165,2009-02-06,2,2009
AHND,2009-02-07,0.61,0.8,34.471817,-120.1426165,2009-02-07,2,2009
AHND,2009-02-08,0.69,0.76,34.471817,-120.1426165,2009-02-08,2,2009
AHND,2009-02-09,0.66,0.86,34.471817,-120.1426165,2009-02-09,2,2009
AHND,2009-02-10,0.7,0.76,34.471817,-120.1426165,2009-02-10,2,2009
AHND,2009-02-11,0.46,0.62,34.471817,-120.1426165,2009-02-11,2,2009
AHND,2009-02-12,0.58,0.78,34.471817,-120.1426165,2009-02-12,2,2009
AHND,2009-02-13,0.52,0.69,34.471817,-120.1426165,2009-02-13,2,2009
AHND,2009-02-14,0.49,0.53,34.471817,-120.1426165,2009-02-14,2,2009
AHND,2009-02-15,0.47,0.67,34.471817,-120.1426165,2009-02-15,2,2009
AHND,2009-02-16,0.98,1.25,34.471817,-120.1426165,2009-02-16,2,2009
AHND,2009-02-17,0.69,0.87,34.471817,-120.1426165,2009-02-17,2,2009
AHND,2009-02-18,0.51,0.64,34.471817,-120.1426165,2009-02-18,2,2009
AHND,2009-02-19,0.39,0.48,34.471817,-120.1426165,2009-02-19,2,2009
AHND,2009-02-20,0.47,0.58,34.471817,-120.1426165,2009-02-20,2,2009
AHND,2009-02-21,0.56,0.62,34.471817,-120.1426165,2009-02-21,2,2009
AHND,2009-02-22,0.38,0.44,34.471817,-120.1426165,2009-02-22,2,2009
AHND,2009-02-23,0.39,0.44,34.471817,-120.1426165,2009-02-23,2,2009
AHND,2009-02-24,0.47,0.66,34.471817,-120.1426165,2009-02-24,2,2009
AHND,2009-02-25,0.7,0.86,34.471817,-120.1426165,2009-02-25,2,2009
AHND,2009-02-26,0.67,0.83,34.471817,-120.1426165,2009-02-26,2,2009
AHND,2009-02-27,0.54,0.8,34.471817,-120.1426165,2009-02-27,2,2009
AHND,2009-02-28,0.37,0.43,34.471817,-120.1426165,2009-02-28,2,2009
AHND,2009-03-01,0.3,0.33,34.471817,-120.1426165,2009-03-01,3,2009
AHND,2009-03-02,0.51,0.73,34.471817,-120.1426165,2009-03-02,3,2009
AHND,2009-03-03,0.7,0.74,34.471817,-120.1426165,2009-03-03,3,2009
AHND,2009-03-04,0.79,0.88,34.471817,-120.1426165,2009-03-04,3,2009
AHND,2009-03-05,0.65,0.75,34.471817,-120.1426165,2009-03-05,3,2009
AHND,2009-03-06,0.54,0.61,34.471817,-120.1426165,2009-03-06,3,2009
AHND,2009-03-07,0.38,0.54,34.471817,-120.1426165,2009-03-07,3,2009
AHND,2009-03-08,0.28,0.31,34.471817,-120.1426165,2009-03-08,3,2009
AHND,2009-03-09,0.41,0.59,34.471817,-120.1426165,2009-03-09,3,2009
AHND,2009-03-10,0.45,0.57,34.471817,-120.1426165,2009-03-10,3,2009
AHND,2009-03-11,0.44,0.48,34.471817,-120.1426165,2009-03-11,3,2009
AHND,2009-03-12,0.41,0.45,34.471817,-120.1426165,2009-03-12,3,2009
AHND,2009-03-13,0.39,0.47,34.471817,-120.1426165,2009-03-13,3,2009
AHND,2009-03-14,0.42,0.47,34.471817,-120.1426165,2009-03-14,3,2009
AHND,2009-03-15,0.46,0.51,34.471817,-120.1426165,2009-03-15,3,2009
AHND,2009-03-16,0.46,0.49,34.471817,-120.1426165,2009-03-16,3,2009
AHND,2009-03-17,0.52,0.55,34.471817,-120.1426165,2009-03-17,3,2009
AHND,2009-03-18,0.57,0.66,34.471817,-120.1426165,2009-03-18,3,2009
AHND,2009-03-19,0.49,0.56,34.471817,-120.1426165,2009-03-19,3,2009
AHND,2009-03-20,0.45,0.47,34.471817,-120.1426165,2009-03-20,3,2009
AHND,2009-03-21,0.41,0.45,34.471817,-120.1426165,2009-03-21,3,2009
AHND,2009-03-22,0.52,0.7,34.471817,-120.1426165,2009-03-22,3,2009
AHND,2009-03-23,0.68,0.71,34.471817,-120.1426165,2009-03-23,3,2009
AHND,2009-03-24,0.55,0.62,34.471817,-120.1426165,2009-03-24,3,2009
AHND,2009-03-25,0.48,0.53,34.471817,-120.1426165,2009-03-25,3,2009
AHND,2009-03-26,0.54,0.58,34.471817,-120.1426165,2009-03-26,3,2009
AHND,2009-03-27,0.53,0.57,34.471817,-120.1426165,2009-03-27,3,2009
AHND,2009-03-28,0.47,0.58,34.471817,-120.1426165,2009-03-28,3,2009
AHND,2009-03-29,0.59,0.62,34.471817,-120.1426165,2009-03-29,3,2009
AHND,2009-03-30,0.63,0.71,34.471817,-120.1426165,2009-03-30,3,2009
AHND,2009-03-31,0.47,0.57,34.471817,-120.1426165,2009-03-31,3,2009
AHND,2009-10-01,0.42,0.46,34.471817,-120.1426165,2009-10-01,10,2009
AHND,2009-10-02,0.36,0.41,34.471817,-120.1426165,2009-10-02,10,2009
AHND,2009-10-03,0.52,0.75,34.471817,-120.1426165,2009-10-03,10,2009
AHND,2009-10-04,0.74,0.8,34.471817,-120.1426165,2009-10-04,10,2009
AHND,2009-10-05,0.54,0.73,34.471817,-120.1426165,2009-10-05,10,2009
AHND,2009-10-06,0.47,0.55,34.471817,-120.1426165,2009-10-06,10,2009
AHND,2009-10-07,0.45,0.5,34.471817,-120.1426165,2009-10-07,10,2009
AHND,2009-10-08,0.41,0.46,34.471817,-120.1426165,2009-10-08,10,2009
AHND,2009-10-09,0.36,0.43,34.471817,-120.1426165,2009-10-09,10,2009
AHND,2009-10-10,0.3,0.35,34.471817,-120.1426165,2009-10-10,10,2009
AHND,2009-10-11,0.29,0.32,34.471817,-120.1426165,2009-10-11,10,2009
AHND,2009-10-12,0.39,0.62,34.471817,-120.1426165,2009-10-12,10,2009
AHND,2009-10-13,0.7,1.03,34.471817,-120.1426165,2009-10-13,10,2009
AHND,2009-10-14,1.14,1.3,34.471817,-120.1426165,2009-10-14,10,2009
AHND,2009-10-15,0.88,0.96,34.471817,-120.1426165,2009-10-15,10,2009
AHND,2009-10-16,0.61,0.76,34.471817,-120.1426165,2009-10-16,10,2009
AHND,2009-10-17,0.5,0.54,34.471817,-120.1426165,2009-10-17,10,2009
AHND,2009-10-18,0.45,0.49,34.471817,-120.1426165,2009-10-18,10,2009
AHND,2009-10-19,0.51,0.73,34.471817,-120.1426165,2009-10-19,10,2009
AHND,2009-10-20,0.62,0.7,34.471817,-120.1426165,2009-10-20,10,2009
AHND,2009-10-21,0.68,0.74,34.471817,-120.1426165,2009-10-21,10,2009
AHND,2009-10-22,0.61,0.68,34.471817,-120.1426165,2009-10-22,10,2009
AHND,2009-10-23,0.67,0.76,34.471817,-120.1426165,2009-10-23,10,2009
AHND,2009-10-24,0.51,0.59,34.471817,-120.1426165,2009-10-24,10,2009
AHND,2009-10-25,0.5,0.55,34.471817,-120.1426165,2009-10-25,10,2009
AHND,2009-10-26,0.46,0.52,34.471817,-120.1426165,2009-10-26,10,2009
AHND,2009-10-27,0.64,0.81,34.471817,-120.1426165,2009-10-27,10,2009
AHND,2009-10-28,0.68,0.78,34.471817,-120.1426165,2009-10-28,10,2009
AHND,2009-10-29,0.5,0.6,34.471817,-120.1426165,2009-10-29,10,2009
AHND,2009-10-30,0.37,0.43,34.471817,-120.1426165,2009-10-30,10,2009
AHND,2009-10-31,0.27,0.29,34.471817,-120.1426165,2009-10-31,10,2009
AHND,2009-11-01,0.28,0.3,34.471817,-120.1426165,2009-11-01,11,2009
AHND,2009-11-02,0.3,0.33,34.471817,-120.1426165,2009-11-02,11,2009
AHND,2009-11-03,0.33,0.36,34.471817,-120.1426165,2009-11-03,11,2009
AHND,2009-11-04,0.34,0.38,34.471817,-120.1426165,2009-11-04,11,2009
AHND,2009-11-05,0.31,0.37,34.471817,-120.1426165,2009-11-05,11,2009
AHND,2009-11-06,0.43,0.54,34.471817,-120.1426165,2009-11-06,11,2009
AHND,2009-11-07,0.64,0.81,34.471817,-120.1426165,2009-11-07,11,2009
AHND,2009-11-08,0.72,0.82,34.471817,-120.1426165,2009-11-08,11,2009
AHND,2009-11-09,0.59,0.68,34.471817,-120.1426165,2009-11-09,11,2009
AHND,2009-11-10,0.52,0.59,34.471817,-120.1426165,2009-11-10,11,2009
AHND,2009-11-11,0.41,0.48,34.471817,-120.1426165,2009-11-11,11,2009
AHND,2009-11-12,0.4,0.45,34.471817,-120.1426165,2009-11-12,11,2009
AHND,2009-11-13,0.49,0.54,34.471817,-120.1426165,2009-11-13,11,2009
AHND,2009-11-14,0.42,0.54,34.471817,-120.1426165,2009-11-14,11,2009
AHND,2009-11-15,0.38,0.46,34.471817,-120.1426165,2009-11-15,11,2009
AHND,2009-11-16,0.34,0.39,34.471817,-120.1426165,2009-11-16,11,2009
AHND,2009-11-17,0.31,0.45,34.471817,-120.1426165,2009-11-17,11,2009
AHND,2009-11-18,0.54,0.75,34.471817,-120.1426165,2009-11-18,11,2009
AHND,2009-11-19,0.71,0.8,34.471817,-120.1426165,2009-11-19,11,2009
AHND,2009-11-20,0.57,0.64,34.471817,-120.1426165,2009-11-20,11,2009
AHND,2009-11-21,0.61,0.66,34.471817,-120.1426165,2009-11-21,11,2009
AHND,2009-11-22,0.59,0.68,34.471817,-120.1426165,2009-11-22,11,2009
AHND,2009-11-23,0.47,0.53,34.471817,-120.1426165,2009-11-23,11,2009
AHND,2009-11-24,0.45,0.5,34.471817,-120.1426165,2009-11-24,11,2009
AHND,2009-11-25,0.45,0.49,34.471817,-120.1426165,2009-11-25,11,2009
AHND,2009-11-26,0.52,0.59,34.471817,-120.1426165,2009-11-26,11,2009
AHND,2009-11-27,0.74,0.87,34.471817,-120.1426165,2009-11-27,11,2009
AHND,2009-11-28,1.04,1.17,34.471817,-120.1426165,2009-11-28,11,2009
AHND,2009-11-29,0.73,1.04,34.471817,-120.1426165,2009-11-29,11,2009
AHND,2009-11-30,0.54,0.6,34.471817,-120.1426165,2009-11-30,11,2009
AHND,2009-12-01,0.49,0.53,34.471817,-120.1426165,2009-12-01,12,2009
AHND,2009-12-02,0.42,0.52,34.471817,-120.1426165,2009-12-02,12,2009
AHND,2009-12-03,0.37,0.4,34.471817,-120.1426165,2009-12-03,12,2009
AHND,2009-12-04,0.39,0.43,34.471817,-120.1426165,2009-12-04,12,2009
AHND,2009-12-05,0.44,0.59,34.471817,-120.1426165,2009-12-05,12,2009
AHND,2009-12-06,0.54,0.61,34.471817,-120.1426165,2009-12-06,12,2009
AHND,2009-12-07,0.65,0.82,34.471817,-120.1426165,2009-12-07,12,2009
AHND,2009-12-08,0.74,0.84,34.471817,-120.1426165,2009-12-08,12,2009
AHND,2009-12-09,0.85,0.93,34.471817,-120.1426165,2009-12-09,12,2009
AHND,2009-12-10,0.62,0.72,34.471817,-120.1426165,2009-12-10,12,2009
AHND,2009-12-11,0.8,0.93,34.471817,-120.1426165,2009-12-11,12,2009
AHND,2009-12-12,0.66,0.73,34.471817,-120.1426165,2009-12-12,12,2009
AHND,2009-12-13,0.74,0.81,34.471817,-120.1426165,2009-12-13,12,2009
AHND,2009-12-14,0.67,0.83,34.471817,-120.1426165,2009-12-14,12,2009
AHND,2009-12-15,0.43,0.46,34.471817,-120.1426165,2009-12-15,12,2009
AHND,2009-12-16,0.37,0.5,34.471817,-120.1426165,2009-12-16,12,2009
AHND,2009-12-17,0.6,0.68,34.471817,-120.1426165,2009-12-17,12,2009
AHND,2009-12-18,0.6,0.71,34.471817,-120.1426165,2009-12-18,12,2009
AHND,2009-12-19,0.46,0.48,34.471817,-120.1426165,2009-12-19,12,2009
AHND,2009-12-20,0.4,0.45,34.471817,-120.1426165,2009-12-20,12,2009
AHND,2009-12-21,0.51,0.7,34.471817,-120.1426165,2009-12-21,12,2009
AHND,2009-12-22,0.72,0.86,34.471817,-120.1426165,2009-12-22,12,2009
AHND,2009-12-23,0.59,0.83,34.471817,-120.1426165,2009-12-23,12,2009
AHND,2009-12-24,0.36,0.41,34.471817,-120.1426165,2009-12-24,12,2009
AHND,2009-12-25,0.37,0.4,34.471817,-120.1426165,2009-12-25,12,2009
AHND,2009-12-26,0.44,0.54,34.471817,-120.1426165,2009-12-26,12,2009
AHND,2009-12-27,0.6,0.75,34.471817,-120.1426165,2009-12-27,12,2009
AHND,2009-12-28,0.82,0.86,34.471817,-120.1426165,2009-12-28,12,2009
AHND,2009-12-29,0.71,0.92,34.471817,-120.1426165,2009-12-29,12,2009
AHND,2009-12-30,0.61,0.69,34.471817,-120.1426165,2009-12-30,12,2009
AHND,2009-12-31,0.62,0.7,34.471817,-120.1426165,2009-12-31,12,2009
AHND,2010-01-01,0.46,0.54,34.471817,-120.1426165,2010-01-01,1,2010
AHND,2010-01-02,0.56,0.7,34.471817,-120.1426165,2010-01-02,1,2010
AHND,2010-01-03,0.57,0.62,34.471817,-120.1426165,2010-01-03,1,2010
AHND,2010-01-04,0.36,0.45,34.471817,-120.1426165,2010-01-04,1,2010
AHND,2010-01-05,0.32,0.34,34.471817,-120.1426165,2010-01-05,1,2010
AHND,2010-01-06,0.32,0.34,34.471817,-120.1426165,2010-01-06,1,2010
AHND,2010-01-07,0.36,0.41,34.471817,-120.1426165,2010-01-07,1,2010
AHND,2010-01-08,0.48,0.63,34.471817,-120.1426165,2010-01-08,1,2010
AHND,2010-01-09,0.68,0.74,34.471817,-120.1426165,2010-01-09,1,2010
AHND,2010-01-10,0.76,0.88,34.471817,-120.1426165,2010-01-10,1,2010
AHND,2010-01-11,0.77,0.83,34.471817,-120.1426165,2010-01-11,1,2010
AHND,2010-01-12,0.72,0.81,34.471817,-120.1426165,2010-01-12,1,2010
AHND,2010-01-13,0.95,1.08,34.471817,-120.1426165,2010-01-13,1,2010
AHND,2010-01-14,1.05,1.17,34.471817,-120.1426165,2010-01-14,1,2010
AHND,2010-01-15,0.77,0.94,34.471817,-120.1426165,2010-01-15,1,2010
AHND,2010-01-16,0.55,0.59,34.471817,-120.1426165,2010-01-16,1,2010
AHND,2010-01-17,0.62,0.69,34.471817,-120.1426165,2010-01-17,1,2010
AHND,2010-01-18,1.01,1.65,34.471817,-120.1426165,2010-01-18,1,2010
AHND,2010-01-19,1.56,1.86,34.471817,-120.1426165,2010-01-19,1,2010
AHND,2010-01-20,1.66,2.05,34.471817,-120.1426165,2010-01-20,1,2010
AHND,2010-01-21,1.72,2.03,34.471817,-120.1426165,2010-01-21,1,2010
AHND,2010-01-22,1.49,1.78,34.471817,-120.1426165,2010-01-22,1,2010
AHND,2010-01-23,1.43,1.58,34.471817,-120.1426165,2010-01-23,1,2010
AHND,2010-01-24,0.96,1.25,34.471817,-120.1426165,2010-01-24,1,2010
AHND,2010-01-25,0.62,0.69,34.471817,-120.1426165,2010-01-25,1,2010
AHND,2010-01-26,0.78,0.87,34.471817,-120.1426165,2010-01-26,1,2010
AHND,2010-01-27,0.65,0.83,34.471817,-120.1426165,2010-01-27,1,2010
AHND,2010-01-28,0.47,0.53,34.471817,-120.1426165,2010-01-28,1,2010
AHND,2010-01-29,0.44,0.54,34.471817,-120.1426165,2010-01-29,1,2010
AHND,2010-01-30,0.56,0.72,34.471817,-120.1426165,2010-01-30,1,2010
AHND,2010-01-31,0.67,0.73,34.471817,-120.1426165,2010-01-31,1,2010
AHND,2010-02-01,0.54,0.63,34.471817,-120.1426165,2010-02-01,2,2010
AHND,2010-02-02,0.39,0.45,34.471817,-120.1426165,2010-02-02,2,2010
AHND,2010-02-03,0.59,0.63,34.471817,-120.1426165,2010-02-03,2,2010
AHND,2010-02-04,0.54,0.64,34.471817,-120.1426165,2010-02-04,2,2010
